student_id,course_id,instructor_id,evaluation_text,sentiment_label,satisfaction_score,engagement_score,timestamp,platform_access_count,assignment_score,final_grade
S0778,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,2,10,2025-04-30 10:38:25,7,71,58
S0779,CSE103,I1002,Course was too fast-paced.,Neutral,2,5,2023-12-27 22:32:50,28,86,56
S0780,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,5,9,2024-02-23 15:05:12,44,51,64
S0781,CSE102,I1001,The lectures were engaging and well-explained.,Positive,4,6,2024-01-25 03:31:18,29,88,84
S0782,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,10,2,2025-04-20 15:40:30,10,80,75
S0783,CSE101,I1003,I appreciated the extra help sessions.,Positive,9,7,2023-12-10 00:09:54,25,74,53
S0784,CSE103,I1003,The lectures were engaging and well-explained.,Positive,4,9,2024-06-25 12:51:46,36,51,63
S0785,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,8,2,2024-06-07 15:20:58,46,50,54
S0786,CSE102,I1002,Lacked practical examples.,Negative,9,4,2025-06-23 15:27:51,13,89,74
S0787,CSE103,I1002,The course material was outdated.,Negative,3,10,2025-03-19 20:52:22,23,84,90
S0788,CSE101,I1003,Course was too fast-paced.,Neutral,3,1,2024-07-02 20:01:40,19,66,97
S0789,CSE101,I1003,The course material was outdated.,Negative,5,9,2023-11-03 11:11:19,49,62,82
S0790,CSE101,I1003,Instructor was responsive and helpful.,Positive,9,6,2024-08-08 17:09:47,21,77,83
S0791,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,7,5,2025-04-12 02:31:12,23,80,72
S0792,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,2,4,2025-03-07 03:58:54,34,60,51
S0793,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,9,10,2025-02-23 10:37:10,8,55,57
S0794,CSE102,I1003,Lacked practical examples.,Negative,6,1,2025-03-08 01:39:45,14,75,84
S0795,CSE101,I1003,Lacked practical examples.,Negative,9,7,2024-03-28 21:54:08,25,51,85
S0796,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,8,10,2025-04-06 03:16:51,34,84,89
S0797,CSE103,I1002,Course was too fast-paced.,Neutral,5,3,2024-09-06 10:11:12,33,70,96
S0798,CSE103,I1002,Great use of resources and timely feedback.,Positive,1,9,2024-01-13 16:50:36,40,97,95
S0799,CSE101,I1003,Course was too fast-paced.,Neutral,10,3,2024-09-10 13:13:47,31,77,54
S0800,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,5,9,2024-11-08 12:28:43,19,63,82
S0801,CSE101,I1002,Course was too fast-paced.,Neutral,1,2,2023-12-30 07:54:23,39,82,51
S0802,CSE103,I1002,Instructor was responsive and helpful.,Positive,7,1,2024-08-10 13:54:36,47,63,80
S0803,CSE103,I1003,Lacked practical examples.,Negative,6,2,2025-07-15 14:06:59,7,92,80
S0804,CSE102,I1001,The lectures were engaging and well-explained.,Positive,4,7,2024-05-10 06:45:28,25,82,83
S0805,CSE102,I1001,Lacked practical examples.,Negative,1,3,2025-03-16 22:54:22,17,80,68
S0806,CSE103,I1002,Great use of resources and timely feedback.,Positive,7,1,2025-03-12 10:20:28,48,59,85
S0807,CSE103,I1002,Great use of resources and timely feedback.,Positive,3,2,2025-01-06 22:00:11,14,59,82
S0808,CSE101,I1001,The course material was outdated.,Negative,3,8,2025-06-09 09:17:49,10,51,60
S0809,CSE101,I1001,Instructor was responsive and helpful.,Positive,5,4,2025-04-04 07:52:54,13,79,61
S0810,CSE102,I1001,The course material was outdated.,Negative,7,5,2025-05-12 04:17:51,37,84,51
S0811,CSE102,I1003,Lacked practical examples.,Negative,8,8,2024-03-04 13:24:46,16,94,90
S0812,CSE101,I1003,Instructor was responsive and helpful.,Positive,1,10,2024-06-22 03:12:54,42,80,73
S0813,CSE101,I1001,Instructor was responsive and helpful.,Positive,8,2,2025-07-23 23:48:23,43,92,61
S0814,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,8,2,2024-10-07 18:11:50,41,78,61
S0815,CSE101,I1003,The lectures were engaging and well-explained.,Positive,4,1,2025-06-26 07:33:18,22,90,65
S0816,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,3,3,2024-12-28 09:04:09,9,71,75
S0817,CSE101,I1003,The course material was outdated.,Negative,6,8,2025-07-16 10:49:20,27,91,77
S0818,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,8,1,2024-02-23 15:03:24,21,70,99
S0819,CSE101,I1003,Great use of resources and timely feedback.,Positive,8,4,2024-10-20 16:17:42,19,63,65
S0820,CSE102,I1003,I appreciated the extra help sessions.,Positive,3,2,2024-05-20 09:18:47,18,75,70
S0821,CSE103,I1001,Course was too fast-paced.,Neutral,2,7,2024-07-30 06:48:40,38,65,54
S0822,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,5,7,2024-08-12 15:24:55,46,56,58
S0823,CSE103,I1001,Lacked practical examples.,Negative,3,9,2023-09-22 01:15:15,8,58,94
S0824,CSE103,I1003,Instructor was responsive and helpful.,Positive,9,8,2024-09-02 20:47:39,24,69,86
S0825,CSE101,I1003,Course was too fast-paced.,Neutral,10,9,2024-04-09 17:03:35,45,98,87
S0826,CSE101,I1001,I appreciated the extra help sessions.,Positive,3,7,2025-07-21 20:58:04,42,67,76
S0827,CSE103,I1003,Lacked practical examples.,Negative,9,9,2025-07-09 00:00:42,13,89,58
S0828,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,2,4,2023-12-02 18:11:17,34,86,93
S0829,CSE102,I1003,I appreciated the extra help sessions.,Positive,1,8,2024-01-28 18:42:43,48,73,60
S0830,CSE102,I1003,The course material was outdated.,Negative,3,4,2024-07-18 03:32:23,40,57,68
S0831,CSE102,I1001,Instructor was responsive and helpful.,Positive,2,2,2025-06-26 06:41:47,13,76,96
S0832,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,6,2,2025-03-14 16:02:48,47,88,63
S0833,CSE103,I1003,The lectures were engaging and well-explained.,Positive,7,9,2025-07-11 15:32:56,13,94,70
S0834,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,5,9,2025-07-07 19:38:15,37,72,51
S0835,CSE101,I1002,Great use of resources and timely feedback.,Positive,10,2,2025-06-06 18:26:40,42,59,50
S0836,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,9,3,2024-11-25 18:27:46,49,84,58
S0837,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,1,3,2024-07-04 10:21:27,34,52,90
S0838,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,3,6,2024-09-28 23:31:11,27,68,96
S0839,CSE103,I1003,Course was too fast-paced.,Neutral,10,10,2023-11-28 03:06:56,13,70,58
S0840,CSE101,I1002,I appreciated the extra help sessions.,Positive,9,1,2024-12-05 13:09:41,46,51,75
S0841,CSE103,I1001,The course material was outdated.,Negative,5,2,2025-04-08 05:28:00,11,83,54
S0842,CSE103,I1003,Instructor was responsive and helpful.,Positive,2,4,2024-11-21 17:03:20,6,58,60
S0843,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,4,6,2025-05-03 18:16:50,27,99,71
S0844,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,7,3,2024-09-30 01:37:41,36,71,79
S0845,CSE101,I1002,The course material was outdated.,Negative,7,1,2025-01-23 21:06:01,7,93,83
S0846,CSE101,I1002,Course was too fast-paced.,Neutral,2,2,2024-05-08 00:52:46,41,99,72
S0847,CSE101,I1002,Lacked practical examples.,Negative,1,2,2024-10-12 06:34:13,28,60,93
S0848,CSE102,I1001,Great use of resources and timely feedback.,Positive,7,6,2024-04-18 02:01:40,12,56,98
S0849,CSE101,I1001,Course was too fast-paced.,Neutral,2,9,2023-12-29 05:57:49,36,70,87
S0850,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,3,1,2024-05-21 01:33:22,32,80,56
S0851,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,8,6,2024-04-27 00:00:09,49,55,55
S0852,CSE101,I1003,Course was too fast-paced.,Neutral,7,3,2023-08-30 01:11:06,22,94,57
S0853,CSE102,I1003,Lacked practical examples.,Negative,3,8,2024-07-14 20:05:15,10,84,96
S0854,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,9,5,2025-02-13 06:15:36,24,74,84
S0855,CSE101,I1002,The lectures were engaging and well-explained.,Positive,2,4,2024-02-16 04:44:05,44,80,90
S0856,CSE101,I1002,I appreciated the extra help sessions.,Positive,6,5,2025-04-10 17:47:05,23,50,60
S0857,CSE103,I1002,The lectures were engaging and well-explained.,Positive,8,4,2024-11-17 05:33:23,5,56,92
S0858,CSE102,I1001,I appreciated the extra help sessions.,Positive,6,8,2025-07-13 22:57:02,19,79,71
S0859,CSE103,I1002,Course was too fast-paced.,Neutral,6,3,2024-12-05 16:16:56,38,73,68
S0860,CSE103,I1003,Great use of resources and timely feedback.,Positive,1,8,2025-03-28 10:09:43,26,78,64
S0861,CSE102,I1003,The lectures were engaging and well-explained.,Positive,9,10,2024-08-28 18:25:09,45,69,59
S0862,CSE103,I1002,Course was too fast-paced.,Neutral,3,3,2023-09-01 09:17:46,29,94,59
S0863,CSE103,I1002,Lacked practical examples.,Negative,3,4,2024-12-13 00:05:43,32,77,97
S0864,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,4,2,2023-11-11 19:47:17,24,88,83
S0865,CSE102,I1002,I appreciated the extra help sessions.,Positive,3,3,2024-02-12 19:02:09,12,90,98
S0866,CSE103,I1003,Instructor was responsive and helpful.,Positive,7,5,2024-12-30 22:05:49,39,90,64
S0867,CSE102,I1001,Instructor was responsive and helpful.,Positive,1,7,2025-02-21 12:24:11,45,63,74
S0868,CSE101,I1001,Instructor was responsive and helpful.,Positive,4,8,2025-01-03 13:05:06,36,62,85
S0869,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,5,1,2024-12-06 22:13:19,39,52,60
S0870,CSE102,I1003,The course material was outdated.,Negative,6,5,2024-05-18 13:39:43,33,71,89
S0871,CSE102,I1003,Lacked practical examples.,Negative,7,2,2023-08-29 07:06:21,19,71,94
S0872,CSE101,I1001,Course was too fast-paced.,Neutral,4,6,2024-07-21 00:32:33,22,60,72
S0873,CSE103,I1003,Instructor was responsive and helpful.,Positive,2,2,2024-03-22 05:59:31,27,71,66
S0874,CSE101,I1003,The course material was outdated.,Negative,6,7,2024-05-19 03:18:25,35,94,89
S0875,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,7,3,2024-06-04 13:21:57,35,82,56
S0876,CSE101,I1003,Great use of resources and timely feedback.,Positive,5,2,2025-02-25 12:30:52,12,54,53
S0877,CSE101,I1001,Instructor was responsive and helpful.,Positive,7,3,2025-06-09 20:05:34,26,64,92
S0878,CSE103,I1001,The lectures were engaging and well-explained.,Positive,4,9,2025-02-21 06:40:53,14,51,65
S0879,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,2,10,2024-02-06 19:00:55,25,50,97
S0880,CSE102,I1001,The lectures were engaging and well-explained.,Positive,10,4,2024-12-06 00:58:47,48,64,64
S0881,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,4,10,2025-06-04 16:44:36,7,85,64
S0882,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,3,3,2024-12-28 10:36:47,21,57,86
S0883,CSE101,I1002,Course was too fast-paced.,Neutral,3,10,2025-05-09 09:14:40,20,70,55
S0884,CSE102,I1001,Great use of resources and timely feedback.,Positive,9,2,2024-07-10 15:25:12,17,97,53
S0885,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,2,3,2025-05-22 01:08:08,26,79,61
S0886,CSE103,I1002,I appreciated the extra help sessions.,Positive,3,4,2024-03-21 03:47:10,38,84,65
S0887,CSE101,I1002,The lectures were engaging and well-explained.,Positive,1,1,2025-02-15 23:41:30,34,95,63
S0888,CSE102,I1002,I appreciated the extra help sessions.,Positive,6,4,2025-03-26 18:19:37,26,93,60
S0889,CSE101,I1003,Great use of resources and timely feedback.,Positive,5,1,2023-08-19 20:13:27,7,95,92
S0890,CSE101,I1002,The lectures were engaging and well-explained.,Positive,4,10,2024-02-16 20:10:02,7,69,78
S0891,CSE101,I1003,Course was too fast-paced.,Neutral,6,4,2023-12-13 10:19:35,27,53,97
S0892,CSE102,I1001,Course was too fast-paced.,Neutral,8,8,2025-01-14 08:36:41,49,54,71
S0893,CSE101,I1002,Great use of resources and timely feedback.,Positive,5,9,2024-04-30 01:01:21,21,99,55
S0894,CSE102,I1002,Course was too fast-paced.,Neutral,10,4,2024-03-13 13:46:13,11,58,75
S0895,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,2,4,2023-12-11 08:20:03,8,78,88
S0896,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,5,9,2023-11-12 21:48:40,31,82,71
S0897,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,4,5,2024-03-13 14:34:20,48,54,57
S0898,CSE101,I1001,Great use of resources and timely feedback.,Positive,8,4,2025-02-04 05:08:05,14,63,88
S0899,CSE101,I1001,Great use of resources and timely feedback.,Positive,1,1,2024-08-05 23:50:00,48,97,62
S0900,CSE101,I1002,Course was too fast-paced.,Neutral,6,1,2025-03-05 08:53:47,29,66,80
S0901,CSE102,I1001,Lacked practical examples.,Negative,1,5,2024-03-02 23:10:51,35,79,58
S0902,CSE101,I1002,Course was too fast-paced.,Neutral,6,3,2023-11-12 18:30:30,16,75,76
S0903,CSE103,I1001,Instructor was responsive and helpful.,Positive,3,4,2024-10-02 15:22:26,42,80,95
S0904,CSE103,I1001,Lacked practical examples.,Negative,7,10,2025-01-20 18:07:15,6,60,93
S0905,CSE102,I1001,Instructor was responsive and helpful.,Positive,5,2,2024-02-10 23:59:58,49,56,98
S0906,CSE103,I1001,Course was too fast-paced.,Neutral,7,1,2025-07-22 18:27:14,21,82,79
S0907,CSE101,I1003,Course was too fast-paced.,Neutral,7,10,2024-02-23 20:59:27,13,91,99
S0908,CSE102,I1001,Great use of resources and timely feedback.,Positive,7,7,2024-02-18 00:56:55,46,54,81
S0909,CSE102,I1001,Instructor was responsive and helpful.,Positive,3,7,2024-04-29 17:38:36,20,59,74
S0910,CSE102,I1002,Instructor was responsive and helpful.,Positive,1,1,2024-04-19 12:48:52,35,85,84
S0911,CSE101,I1003,Lacked practical examples.,Negative,5,10,2024-03-28 17:13:17,21,86,76
S0912,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,7,6,2023-12-02 21:04:12,25,65,68
S0913,CSE102,I1002,The course material was outdated.,Negative,10,7,2025-06-04 16:00:27,11,99,81
S0914,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,3,10,2023-08-21 08:28:37,26,78,52
S0915,CSE103,I1002,Instructor was responsive and helpful.,Positive,9,9,2023-11-28 12:51:13,12,68,51
S0916,CSE103,I1001,Course was too fast-paced.,Neutral,10,2,2024-12-02 02:08:08,31,83,63
S0917,CSE103,I1003,Instructor was responsive and helpful.,Positive,6,8,2024-11-23 04:24:25,31,71,93
S0918,CSE101,I1003,Great use of resources and timely feedback.,Positive,9,7,2024-08-21 08:32:47,40,59,85
S0919,CSE102,I1001,Course was too fast-paced.,Neutral,10,10,2025-01-13 19:20:43,22,81,89
S0920,CSE102,I1003,I appreciated the extra help sessions.,Positive,5,4,2025-05-30 10:23:12,10,74,85
S0921,CSE101,I1002,The lectures were engaging and well-explained.,Positive,2,7,2023-12-28 18:29:12,29,84,95
S0922,CSE102,I1003,Instructor was responsive and helpful.,Positive,10,1,2024-07-28 09:13:26,7,80,91
S0923,CSE102,I1002,Lacked practical examples.,Negative,2,6,2024-03-21 12:19:13,43,74,72
S0924,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,8,5,2025-05-31 01:49:20,35,95,59
S0925,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,3,3,2024-07-21 08:44:48,32,78,82
S0926,CSE102,I1002,I appreciated the extra help sessions.,Positive,2,9,2025-06-16 07:38:10,5,95,55
S0927,CSE103,I1003,Instructor was responsive and helpful.,Positive,5,5,2024-12-04 02:58:55,24,53,81
S0928,CSE103,I1001,The lectures were engaging and well-explained.,Positive,2,5,2023-10-05 18:25:53,18,82,56
S0929,CSE102,I1003,The course material was outdated.,Negative,6,4,2023-11-28 09:59:51,13,99,74
S0930,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,7,6,2024-10-22 05:02:12,22,93,54
S0931,CSE101,I1001,I appreciated the extra help sessions.,Positive,2,1,2025-03-31 14:15:11,18,78,57
S0932,CSE103,I1002,Lacked practical examples.,Negative,4,8,2025-04-15 20:29:26,15,87,90
S0933,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,1,5,2024-01-11 19:09:50,24,59,90
S0934,CSE103,I1001,I appreciated the extra help sessions.,Positive,6,3,2025-06-21 22:26:22,40,88,89
S0935,CSE102,I1002,Lacked practical examples.,Negative,7,6,2024-12-06 21:46:03,27,63,62
S0936,CSE101,I1001,Great use of resources and timely feedback.,Positive,10,7,2023-10-09 12:46:05,49,59,90
S0937,CSE101,I1002,I appreciated the extra help sessions.,Positive,8,4,2025-02-28 02:08:12,43,75,56
S0938,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,10,9,2024-01-18 12:40:27,30,97,96
S0939,CSE103,I1002,Instructor was responsive and helpful.,Positive,9,7,2024-12-18 13:03:50,34,97,67
S0940,CSE101,I1003,Lacked practical examples.,Negative,2,4,2023-10-06 20:18:38,21,63,63
S0941,CSE101,I1001,Course was too fast-paced.,Neutral,8,8,2024-12-29 17:44:27,47,75,78
S0942,CSE102,I1001,The lectures were engaging and well-explained.,Positive,4,8,2023-11-09 04:19:01,22,68,96
S0943,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,3,5,2024-02-15 12:23:36,28,73,85
S0944,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,3,1,2024-10-02 04:03:21,11,87,78
S0945,CSE103,I1003,I appreciated the extra help sessions.,Positive,10,10,2023-08-29 14:16:12,41,72,63
S0946,CSE101,I1002,Course was too fast-paced.,Neutral,4,5,2024-02-25 17:35:30,7,97,67
S0947,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,6,10,2025-04-21 07:20:21,27,57,66
S0948,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,8,8,2024-04-13 02:10:47,14,56,58
S0949,CSE102,I1002,Course was too fast-paced.,Neutral,3,5,2025-01-22 01:40:47,40,55,72
S0950,CSE101,I1002,The course material was outdated.,Negative,4,6,2024-04-22 01:29:40,16,65,63
S0951,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,5,6,2024-12-11 19:18:49,25,76,71
S0952,CSE101,I1001,The lectures were engaging and well-explained.,Positive,7,9,2024-07-08 14:13:28,40,71,96
S0953,CSE101,I1003,I appreciated the extra help sessions.,Positive,8,1,2025-04-04 12:16:32,7,72,84
S0954,CSE102,I1001,Instructor was responsive and helpful.,Positive,4,6,2024-02-26 05:12:08,17,80,50
S0955,CSE101,I1001,The course material was outdated.,Negative,4,5,2023-11-21 12:38:00,40,70,97
S0956,CSE101,I1001,Great use of resources and timely feedback.,Positive,1,3,2024-07-28 13:25:19,23,63,73
S0957,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,7,6,2024-01-10 14:43:02,20,81,54
S0958,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,4,8,2024-08-02 01:57:16,12,92,80
S0959,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,7,9,2025-06-25 21:15:01,37,74,71
S0960,CSE102,I1003,I appreciated the extra help sessions.,Positive,8,4,2024-09-20 15:42:58,43,74,70
S0961,CSE101,I1001,I appreciated the extra help sessions.,Positive,4,10,2024-08-25 14:19:55,47,96,78
S0962,CSE101,I1003,Course was too fast-paced.,Neutral,2,9,2023-11-23 23:21:18,20,91,64
S0963,CSE103,I1001,Great use of resources and timely feedback.,Positive,6,4,2025-04-09 21:50:48,43,64,94
S0964,CSE102,I1003,I appreciated the extra help sessions.,Positive,7,4,2023-12-26 05:23:19,19,51,81
S0965,CSE101,I1003,The course material was outdated.,Negative,7,6,2024-08-20 15:52:04,21,61,61
S0966,CSE101,I1002,The lectures were engaging and well-explained.,Positive,5,9,2024-02-18 19:45:59,26,90,88
S0967,CSE101,I1003,Great use of resources and timely feedback.,Positive,8,1,2023-10-14 23:39:13,22,91,65
S0968,CSE101,I1002,Great use of resources and timely feedback.,Positive,1,9,2024-02-09 00:31:32,29,69,85
S0969,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,7,8,2024-10-08 11:57:44,22,76,98
S0970,CSE102,I1002,Great use of resources and timely feedback.,Positive,3,8,2025-02-03 15:55:15,36,78,52
S0971,CSE103,I1003,I appreciated the extra help sessions.,Positive,8,9,2024-09-24 02:08:55,27,81,80
S0972,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,6,5,2025-04-12 01:14:00,28,70,70
S0973,CSE102,I1002,Course was too fast-paced.,Neutral,4,4,2024-05-03 22:25:18,43,70,96
S0974,CSE103,I1002,Course was too fast-paced.,Neutral,4,2,2024-07-14 12:47:42,26,51,82
S0975,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,9,2,2025-01-27 11:23:47,24,55,83
S0976,CSE103,I1003,Course was too fast-paced.,Neutral,1,6,2023-12-19 04:40:26,46,87,77
S0977,CSE101,I1003,The course material was outdated.,Negative,5,1,2023-11-18 15:16:23,21,72,98
S0978,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,5,8,2025-07-17 13:28:22,37,89,93
S0979,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,1,5,2025-04-28 11:39:15,32,80,53
S0980,CSE101,I1003,Instructor was responsive and helpful.,Positive,4,7,2025-01-31 00:45:25,9,81,58
S0981,CSE101,I1002,Instructor was responsive and helpful.,Positive,9,8,2024-06-08 13:52:25,47,66,79
S0982,CSE101,I1003,Content was difficult to follow sometimes.,Neutral,2,2,2024-05-28 20:27:10,35,91,82
S0983,CSE102,I1003,Great use of resources and timely feedback.,Positive,4,5,2023-11-04 13:32:34,30,57,53
S0984,CSE103,I1002,Interactive sessions made learning enjoyable.,Positive,9,2,2024-01-17 02:11:22,16,67,70
S0985,CSE103,I1002,Course was too fast-paced.,Neutral,5,8,2024-09-07 13:31:53,34,98,79
S0986,CSE103,I1002,I appreciated the extra help sessions.,Positive,3,10,2024-04-23 19:39:05,45,77,91
S0987,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,3,2,2023-09-21 20:37:11,6,93,53
S0988,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,4,10,2023-11-28 19:49:38,29,93,53
S0989,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,6,2,2023-08-18 22:43:38,26,74,97
S0990,CSE103,I1003,Instructor was responsive and helpful.,Positive,10,4,2024-06-20 23:59:26,22,71,75
S0991,CSE102,I1001,I appreciated the extra help sessions.,Positive,2,5,2024-09-07 04:10:56,12,65,75
S0992,CSE102,I1003,The course material was outdated.,Negative,3,1,2024-06-19 20:27:44,46,69,58
S0993,CSE102,I1001,Lacked practical examples.,Negative,10,4,2025-05-12 13:23:45,45,83,66
S0994,CSE101,I1003,Great use of resources and timely feedback.,Positive,9,9,2024-01-14 10:47:25,27,97,98
S0995,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,5,2,2025-06-22 23:41:37,12,67,70
S0996,CSE103,I1003,The lectures were engaging and well-explained.,Positive,10,2,2025-01-27 11:34:10,12,92,82
S0997,CSE103,I1001,The lectures were engaging and well-explained.,Positive,10,7,2023-08-17 19:02:51,9,50,59
S0998,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,2,9,2025-03-03 01:13:19,13,57,68
S0999,CSE102,I1001,The lectures were engaging and well-explained.,Positive,8,5,2023-10-21 19:58:34,29,89,84
S1000,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,10,7,2023-08-08 10:33:12,40,81,80
S1001,CSE103,I1003,The lectures were engaging and well-explained.,Positive,10,5,2023-11-19 21:15:53,19,91,58
S1002,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,10,7,2024-05-03 20:44:44,27,54,54
S1003,CSE102,I1002,Great use of resources and timely feedback.,Positive,10,3,2024-08-11 19:51:14,8,66,99
S1004,CSE102,I1003,Great use of resources and timely feedback.,Positive,9,10,2024-07-08 05:12:47,21,67,77
S1005,CSE101,I1003,I appreciated the extra help sessions.,Positive,10,9,2023-11-02 05:43:24,38,66,91
S1006,CSE102,I1001,The lectures were engaging and well-explained.,Positive,8,6,2025-02-26 20:49:30,33,63,96
S1007,CSE102,I1001,Course was too fast-paced.,Neutral,3,6,2024-09-24 11:26:17,38,79,86
S1008,CSE101,I1001,Course was too fast-paced.,Neutral,4,10,2023-08-07 18:33:42,33,78,97
S1009,CSE103,I1002,Instructor was responsive and helpful.,Positive,9,5,2023-12-20 05:38:27,25,69,65
S1010,CSE102,I1002,The lectures were engaging and well-explained.,Positive,6,8,2024-03-19 17:30:18,22,73,55
S1011,CSE102,I1001,Great use of resources and timely feedback.,Positive,8,9,2023-11-06 07:49:44,17,78,81
S1012,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,6,1,2024-02-16 23:34:09,17,85,76
S1013,CSE103,I1003,Course was too fast-paced.,Neutral,1,5,2024-02-21 16:06:16,26,64,87
S1014,CSE101,I1001,Course was too fast-paced.,Neutral,9,6,2024-06-24 12:48:43,45,69,57
S1015,CSE103,I1003,I appreciated the extra help sessions.,Positive,10,1,2023-10-13 04:44:10,41,78,52
S1016,CSE103,I1001,The course material was outdated.,Negative,10,9,2023-09-23 09:34:40,32,66,64
S1017,CSE102,I1003,Course was too fast-paced.,Neutral,7,3,2024-10-12 08:07:39,40,65,52
S1018,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,5,6,2025-03-12 15:03:38,17,57,85
S1019,CSE102,I1001,Great use of resources and timely feedback.,Positive,8,2,2025-03-10 12:40:07,34,53,85
S1020,CSE102,I1002,I appreciated the extra help sessions.,Positive,3,10,2024-11-29 16:22:40,49,61,99
S1021,CSE102,I1002,Course was too fast-paced.,Neutral,4,5,2025-05-20 23:54:40,36,67,63
S1022,CSE102,I1002,I appreciated the extra help sessions.,Positive,5,2,2024-10-02 15:10:00,10,84,56
S1023,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,1,3,2024-04-12 06:01:30,26,67,84
S1024,CSE102,I1001,Lacked practical examples.,Negative,5,8,2024-02-09 04:08:59,20,52,94
S1025,CSE102,I1002,The course material was outdated.,Negative,1,8,2024-07-22 01:53:27,37,70,58
S1026,CSE102,I1003,The lectures were engaging and well-explained.,Positive,1,5,2024-11-15 19:59:22,10,58,62
S1027,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,2,6,2025-05-25 01:18:01,31,97,72
S1028,CSE103,I1003,The course material was outdated.,Negative,3,9,2024-12-04 15:16:34,31,97,92
S1029,CSE101,I1002,Great use of resources and timely feedback.,Positive,10,3,2025-01-14 07:05:20,13,91,64
S1030,CSE102,I1002,The course material was outdated.,Negative,3,9,2024-01-20 20:04:42,29,90,65
S1031,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,2,10,2025-06-06 06:38:35,10,75,79
S1032,CSE101,I1003,The lectures were engaging and well-explained.,Positive,2,1,2025-06-28 01:17:46,24,62,76
S1033,CSE102,I1001,The lectures were engaging and well-explained.,Positive,4,4,2025-06-23 21:09:56,33,51,58
S1034,CSE102,I1003,The lectures were engaging and well-explained.,Positive,8,10,2024-03-22 09:53:59,6,78,99
S1035,CSE102,I1003,Great use of resources and timely feedback.,Positive,4,4,2025-05-31 04:25:51,8,76,96
S1036,CSE103,I1001,Great use of resources and timely feedback.,Positive,9,3,2025-06-28 07:27:46,30,82,78
